text,label
A community tho matladadam waste. 🙄,hate_speech
"omg Avanga ellarum same thaan, useless. 😭",hate_speech
omg Avarude samuham mosham aanallo.,hate_speech
wtf Tane kai samajh pade che? 😤 😡 #toxic,offensive
idk You're such a loser 😤  #mood,offensive
Inka hona hi problem hai. 🙄,hate_speech
Avarude samuham mosham aanallo. 👍 #savage,hate_speech
What a game! Loved it 🔥  #toxic,neutral
bruh Ajke raat bhalo lagche 😌 😎 #toxic,neutral
smh Ninna movie chala bagundhi.,neutral
Can't believe u said that. Idiot! 🔥,offensive
Tane kai samajh pade che? 😤 😭,offensive
wtf Ki faltu gatha korchis re!,offensive
omg A community tho matladadam waste.,hate_speech
Oru vattam koodi kandupidikkanam ivide. 😠 💯,hate_speech
College ni picnic best hati. 😡,neutral
bruh Tari vaat samdi ne hasi avi gayi 🤣,offensive
wtf Aaj mausam suhana hai 😍 😂 #mood,neutral
Innu college nannayirunnu 😄,neutral
smh Had a great day today 😊 😭,neutral
Cinemata darun chhilo!,neutral
A community tho matladadam waste. 🙄 #funny,hate_speech
bruh Apni community leke chale jao yahan se.,hate_speech
Avanga varatha thadunga. Bad influence.  #lol,hate_speech
lol Class la nalla fun pannom.  #toxic,neutral
Avanga varatha thadunga. Bad influence. 😂,hate_speech
bro Cafe il poyi chaya kudichu ☕,neutral
Avarude samuham mosham aanallo. 🙄,hate_speech
Oder dekhe ekhane ashte ichhe kore na. 🙄 #lol,hate_speech
sis Oru vattam koodi kandupidikkanam ivide. 😠  #life,hate_speech
Majja avi gayi yaar 😍  #lol,neutral
bro Majja avi gayi yaar 😍  #lol,neutral
Tari vaat samdi ne hasi avi gayi 🤣,offensive
Un community ku inga edam illa.  #savage,hate_speech
bruh Tui akdom pagol naki?  #lol,offensive
smh Inko coffee tho chill 😎,neutral
smh Ane ena jivata hoy to problem che. 😂 #toxic,hate_speech
bruh Dost sathe garba karela 🎉,neutral
bruh Class la nalla fun pannom. 😭,neutral
That was dumb af bro 🙄,offensive
"lol Get out of here, nobody wants your kind.",hate_speech
Oder community er kono jayga nei ekhane.  #fail,hate_speech
Majja avi gayi yaar 😍,neutral
Avide karikal onnum venda. 🙄,hate_speech
smh Tu kitna pagal hai bro 😒 😤,offensive
Inka hona hi problem hai.  #mood,hate_speech
Pichhodu la undev 😠 😎 #toxic,offensive
A community tho matladadam waste. 💯 #toxic,hate_speech
omg Nee romba irritating da 🤬,offensive
bruh You're such a loser 😤,offensive
smh Ninna movie chala bagundhi. 🔥,neutral
Tane kai samajh pade che? 😤,offensive
Iniki lunch biriyani! 😋 🔥,neutral
Edo matladtunnadu pakkalo 😒,offensive
wtf Pichhodu la undev 😠 😎,offensive
Tum jaise log desh ke liye threat ho.,hate_speech
Kya faltu baatein kar raha hai 😑  #funny,offensive
idk Iniki lunch biriyani! 😋,neutral
Can't believe u said that. Idiot!,offensive
smh What a game! Loved it 🔥 🙄,neutral
That was dumb af bro 🙄,offensive
People like you are the worst. Disgusting.  #mood,hate_speech
Tui akdom pagol naki? 😂,offensive
Nee romba irritating da 🤬  #funny,offensive
Tu kitna pagal hai bro 😒,offensive
Cinemata darun chhilo! 😤,neutral
wtf Aaj mausam suhana hai 😍 😎,neutral
bro Oder dekhe ekhane ashte ichhe kore na.,hate_speech
Ane ena jivata hoy to problem che. 😭,hate_speech
idk Cinemata darun chhilo! 🙄,neutral
wtf Innu college nannayirunnu 😄  #fail,neutral
bruh Poyi valarnnu vaa da! 😒,offensive
Enna da pannra? Waste fellow! 🙄,offensive
"Avanga ellarum same thaan, useless. 💯",hate_speech
What a game! Loved it 🔥,neutral
Pichhodu la undev 😠 😤,offensive
Loosu madhiri pesatha!  #funny,offensive
Tari vaat samdi ne hasi avi gayi 🤣 😂,offensive
bruh Inka hona hi problem hai.  #fail,hate_speech
lol Tui akdom pagol naki?,offensive
wtf Class la nalla fun pannom. 👎,neutral
Kya faltu baatein kar raha hai 😑,offensive
Tor matha thik ache?,offensive
Majja avi gayi yaar 😍,neutral
bro Class la nalla fun pannom.,neutral
Cinemata darun chhilo!,neutral
omg Eda thettu parayanam!,offensive
Majja avi gayi yaar 😍  #mood,neutral
sis Tui akdom pagol naki? 🙄,offensive
bruh Tor matha thik ache? 👍 #mood,offensive
A community tho matladadam waste. 😎,hate_speech
Cafe il poyi chaya kudichu ☕ 😎,neutral
smh Loosu madhiri pesatha! 😭,offensive
bruh Facebook e ekta nice post dekhlam. 💯,neutral
Avanga varatha thadunga. Bad influence. 😂 #savage,hate_speech
Majja avi gayi yaar 😍 👎,neutral
lmao A community tho matladadam waste.,hate_speech
sis Tum jaise log desh ke liye threat ho. 💯,hate_speech
sis Tor matha thik ache? 😂,offensive
People like you are the worst. Disgusting. 😂,hate_speech
Tari vaat samdi ne hasi avi gayi 🤣,offensive
People like you are the worst. Disgusting. 💯 #funny,hate_speech
omg Ajke raat bhalo lagche 😌 😡,neutral
You're such a loser 😤,offensive
Cafe il poyi chaya kudichu ☕,neutral
Tari vaat samdi ne hasi avi gayi 🤣 😡,offensive
Bakwaas band kar idiot!,offensive
wtf Tari vaat samdi ne hasi avi gayi 🤣,offensive
Chilling with friends #goodvibes 😂,neutral
Dost sathe garba karela 🎉 🙄 #lol,neutral
lol People like you are the worst. Disgusting. 👍 #toxic,hate_speech
wtf Oder dekhe ekhane ashte ichhe kore na. 🔥,hate_speech
smh Majja avi gayi yaar 😍,neutral
Oru vattam koodi kandupidikkanam ivide. 😠  #funny,hate_speech
idk Cafe il poyi chaya kudichu ☕ 😂 #fail,neutral
omg Innu college nannayirunnu 😄 😤,neutral
Pichhodu la undev 😠  #lol,offensive
wtf Tui akdom pagol naki? 🔥,offensive
bro Friends tho hangout super ga undhi.,neutral
Poyi valarnnu vaa da! 😒 👎 #lol,offensive
Majja avi gayi yaar 😍  #savage,neutral
Loosu madhiri pesatha!,offensive
smh Doston ke saath masti kar raha hu! 👎,neutral
"idk Avanga ellarum same thaan, useless.",hate_speech
smh People like you are the worst. Disgusting. 👍 #lol,hate_speech
bruh Had a great day today 😊,neutral
Un community ku inga edam illa. 😤,hate_speech
Poyi valarnnu vaa da! 😒 🔥,offensive
omg Avi mentality waala loko kharab che.  #savage,hate_speech
Doston ke saath masti kar raha hu!  #lol,neutral
bro Inka hona hi problem hai. 🔥,hate_speech
Avanga varatha thadunga. Bad influence. 😡 #life,hate_speech
lmao Ane ena jivata hoy to problem che.,hate_speech
Nee brain unda?,offensive
wtf Faltu ma na bol ne!  #mood,offensive
Aaj mausam suhana hai 😍 👎,neutral
Tor matha thik ache? 😂 #mood,offensive
Tor matha thik ache? 😎,offensive
lmao Oder dekhe ekhane ashte ichhe kore na. 😡 #funny,hate_speech
sis Ane ena jivata hoy to problem che.,hate_speech
Avide karikal onnum venda. 👎 #lol,hate_speech
lol That was dumb af bro 🙄  #toxic,offensive
idk Majja avi gayi yaar 😍,neutral
lmao Vallaki place ledu ikkada. 🔥 #funny,hate_speech
bruh Nee romba irritating da 🤬,offensive
omg Tane kai samajh pade che? 😤 😂,offensive
smh Friends tho hangout super ga undhi. 😎,neutral
omg You're such a loser 😤 😭 #lol,offensive
Pichhodu la undev 😠 😤 #lol,offensive
bruh Un community ku inga edam illa.,hate_speech
Tui akdom pagol naki?,offensive
bro Class la nalla fun pannom. 😎,neutral
Oru vattam koodi kandupidikkanam ivide. 😠  #life,hate_speech
lol Oru vattam koodi kandupidikkanam ivide. 😠,hate_speech
smh A community tho matladadam waste.,hate_speech
That was dumb af bro 🙄  #mood,offensive
omg Dost sathe garba karela 🎉 🔥,neutral
Faltu ma na bol ne! 😂 #fail,offensive
Tum jaise log desh ke liye threat ho. 😭,hate_speech
omg Un community ku inga edam illa. 😭,hate_speech
wtf Friends tho hangout super ga undhi. 💯,neutral
omg Un community ku inga edam illa. 👍,hate_speech
sis Avarude samuham mosham aanallo.  #toxic,hate_speech
lmao Poyi valarnnu vaa da! 😒,offensive
omg Nee brain unda? 👍,offensive
idk Tari vaat samdi ne hasi avi gayi 🤣 🙄 #fail,offensive
Faltu ma na bol ne!,offensive
bruh Nee onnum ariyilla alle 😑,offensive
lmao Facebook e ekta nice post dekhlam.  #life,neutral
Aaj mausam suhana hai 😍 😭,neutral
lol Aaj mausam suhana hai 😍,neutral
Doston ke saath masti kar raha hu! 😭 #life,neutral
"Avanga ellarum same thaan, useless.  #mood",hate_speech
lmao Tari vaat samdi ne hasi avi gayi 🤣 😭 #life,offensive
smh Can't believe u said that. Idiot! 🙄,offensive
Avarude samuham mosham aanallo. 💯,hate_speech
Facebook e ekta nice post dekhlam.,neutral
Nee romba irritating da 🤬 😭,offensive
Vallaki place ledu ikkada.,hate_speech
bro A loko to desh ma j nahi joie.,hate_speech
This community should be banned!  #fail,hate_speech
wtf Oder dekhe ekhane ashte ichhe kore na. 😎,hate_speech
wtf Oder dekhe ekhane ashte ichhe kore na.,hate_speech
Tari vaat samdi ne hasi avi gayi 🤣 🔥,offensive
Aaj mausam suhana hai 😍  #fail,neutral
"omg Avanga ellarum same thaan, useless.  #mood",hate_speech
omg Inko coffee tho chill 😎,neutral
Nee brain unda?,offensive
smh Tum jaise log desh ke liye threat ho.,hate_speech
bro Oru vattam koodi kandupidikkanam ivide. 😠 🔥,hate_speech
"Get out of here, nobody wants your kind. 😎 #fail",hate_speech
bruh Ninna movie chala bagundhi.  #life,neutral
omg Apni community leke chale jao yahan se.,hate_speech
wtf People like you are the worst. Disgusting.  #fail,hate_speech
lol People like you are the worst. Disgusting. 😎,hate_speech
Avide karikal onnum venda.,hate_speech
Eda thettu parayanam!,offensive
idk Edo matladtunnadu pakkalo 😒 🙄,offensive
Can't believe u said that. Idiot! 💯,offensive
"bruh Get out of here, nobody wants your kind. 😎",hate_speech
Tane kai samajh pade che? 😤,offensive
Tu kitna pagal hai bro 😒 👍,offensive
What a game! Loved it 🔥,neutral
wtf Nee brain unda?,offensive
A community tho matladadam waste.,hate_speech
wtf A community tho matladadam waste.,hate_speech
A community tho matladadam waste. 🙄 #fail,hate_speech
Oder community er kono jayga nei ekhane. 🔥,hate_speech
Nalla rasam undayirunnu. 💯,neutral
Oru vattam koodi kandupidikkanam ivide. 😠,hate_speech
lmao What a game! Loved it 🔥 😤,neutral
Poyi valarnnu vaa da! 😒,offensive
lol Class la nalla fun pannom.,neutral
lmao Aayana laanti vaallu problem. 😡  #fail,hate_speech
lol Ajke raat bhalo lagche 😌,neutral
You're such a loser 😤,offensive
A community tho matladadam waste.,hate_speech
smh Cricket match mast tha!  #mood,neutral
wtf Doston ke saath masti kar raha hu!,neutral
That was dumb af bro 🙄 🙄,offensive
Vallaki place ledu ikkada. 😂,hate_speech
lmao This community should be banned! 💯 #toxic,hate_speech
"Get out of here, nobody wants your kind.  #toxic",hate_speech
sis Apni community leke chale jao yahan se.,hate_speech
Ane ena jivata hoy to problem che.  #toxic,hate_speech
Dost sathe garba karela 🎉 😎,neutral
smh Had a great day today 😊 😂,neutral
wtf Inko coffee tho chill 😎,neutral
lmao Loosu madhiri pesatha! 😡,offensive
Doston ke saath masti kar raha hu! 👎,neutral
smh Tu kitna pagal hai bro 😒 😎,offensive
lmao Nethu movie super da 😍 👍,neutral
Poyi valarnnu vaa da! 😒 😡,offensive
Friends tho hangout super ga undhi.  #lol,neutral
Ane ena jivata hoy to problem che.,hate_speech
bro Chilling with friends #goodvibes 👎 #toxic,neutral
Tor matha thik ache?,offensive
A community tho matladadam waste.  #lol,hate_speech
Cinemata darun chhilo! 😭,neutral
Eda thettu parayanam! 😡 #life,offensive
Nee brain unda? 🔥,offensive
Eda thettu parayanam!  #funny,offensive
idk A community tho matladadam waste.,hate_speech
Facebook e ekta nice post dekhlam. 😤 #lol,neutral
smh Oder community er kono jayga nei ekhane.  #lol,hate_speech
Ane ena jivata hoy to problem che. 🔥 #funny,hate_speech
Can't believe u said that. Idiot!  #funny,offensive
Tui akdom pagol naki? 💯 #mood,offensive
Nethu movie super da 😍 😭 #fail,neutral
idk Nee brain unda? 👍 #life,offensive
Friends tho hangout super ga undhi.,neutral
smh Avi mentality waala loko kharab che. 🔥,hate_speech
idk Bakwaas band kar idiot! 🙄,offensive
Bakwaas band kar idiot!  #fail,offensive
Ajke raat bhalo lagche 😌,neutral
sis Nee brain unda? 😭,offensive
Un community ku inga edam illa.  #life,hate_speech
lol Ane ena jivata hoy to problem che. 😤,hate_speech
Tari vaat samdi ne hasi avi gayi 🤣 👍,offensive
This community should be banned!  #fail,hate_speech
Avanga varatha thadunga. Bad influence. 👎,hate_speech
bro Kya faltu baatein kar raha hai 😑  #mood,offensive
Oru vattam koodi kandupidikkanam ivide. 😠,hate_speech
wtf Avide karikal onnum venda.,hate_speech
lol Inka hona hi problem hai. 😎,hate_speech
lol Nethu movie super da 😍  #savage,neutral
Avanga varatha thadunga. Bad influence.  #mood,hate_speech
Ninna movie chala bagundhi. 👎,neutral
Oru vattam koodi kandupidikkanam ivide. 😠 😎 #fail,hate_speech
sis Eda thettu parayanam! 😂 #lol,offensive
That was dumb af bro 🙄 😤 #mood,offensive
Enna da pannra? Waste fellow!,offensive
Facebook e ekta nice post dekhlam. 💯,neutral
Faltu ma na bol ne! 😎,offensive
wtf Tari vaat samdi ne hasi avi gayi 🤣 😭,offensive
What a game! Loved it 🔥 😭 #mood,neutral
lol Avarude samuham mosham aanallo. 😭,hate_speech
Ninna movie chala bagundhi.,neutral
College ni picnic best hati.,neutral
bro Bakwaas band kar idiot!,offensive
bruh Avarude samuham mosham aanallo. 🔥,hate_speech
sis Tari vaat samdi ne hasi avi gayi 🤣 👎 #mood,offensive
smh Inko coffee tho chill 😎 😭,neutral
smh Un community ku inga edam illa.,hate_speech
Nee onnum ariyilla alle 😑 😭,offensive
smh Cinemata darun chhilo! 💯,neutral
Avide karikal onnum venda.  #toxic,hate_speech
bruh Nee onnum ariyilla alle 😑,offensive
bruh Avanga varatha thadunga. Bad influence. 👍,hate_speech
Nalla rasam undayirunnu.  #mood,neutral
Cinemata darun chhilo! 💯,neutral
Cricket match mast tha!,neutral
College ni picnic best hati. 🙄,neutral
wtf You're such a loser 😤 😂,offensive
bruh Nalla rasam undayirunnu.,neutral
Apni community leke chale jao yahan se.,hate_speech
Innu college nannayirunnu 😄,neutral
Avide karikal onnum venda.,hate_speech
Dost sathe garba karela 🎉 🔥 #toxic,neutral
Inko coffee tho chill 😎 😤,neutral
People like you are the worst. Disgusting. 😡 #toxic,hate_speech
Inka hona hi problem hai.,hate_speech
Poyi valarnnu vaa da! 😒 🔥 #toxic,offensive
omg College ni picnic best hati.,neutral
Edo matladtunnadu pakkalo 😒 💯,offensive
Cricket match mast tha! 🙄,neutral
lol Nethu movie super da 😍  #funny,neutral
Nee brain unda? 🙄,offensive
sis Oru vattam koodi kandupidikkanam ivide. 😠 👍,hate_speech
bro Tum jaise log desh ke liye threat ho. 😭 #lol,hate_speech
wtf Avanga varatha thadunga. Bad influence.,hate_speech
Aayana laanti vaallu problem. 😡,hate_speech
College ni picnic best hati.  #funny,neutral
smh Enna da pannra? Waste fellow!,offensive
smh Tui akdom pagol naki?,offensive
idk Nethu movie super da 😍 💯 #fail,neutral
Ajke raat bhalo lagche 😌 😡,neutral
wtf Cafe il poyi chaya kudichu ☕ 😤 #life,neutral
lmao Tum jaise log desh ke liye threat ho.,hate_speech
Pichhodu la undev 😠  #fail,offensive
bruh Facebook e ekta nice post dekhlam.  #mood,neutral
omg Ki faltu gatha korchis re! 👍,offensive
omg Nalla rasam undayirunnu.,neutral
Apni community leke chale jao yahan se. 💯 #mood,hate_speech
sis Aayana laanti vaallu problem. 😡 😡 #mood,hate_speech
What a game! Loved it 🔥,neutral
Had a great day today 😊 😎 #fail,neutral
"Avanga ellarum same thaan, useless.",hate_speech
Chilling with friends #goodvibes 🔥,neutral
Faltu ma na bol ne!,offensive
Oder community er kono jayga nei ekhane.,hate_speech
bruh Class la nalla fun pannom.  #life,neutral
Enna da pannra? Waste fellow! 🙄,offensive
Ki faltu gatha korchis re! 😎 #fail,offensive
omg Cinemata darun chhilo! 🙄,neutral
A community tho matladadam waste.  #mood,hate_speech
Class la nalla fun pannom. 😭,neutral
Dost sathe garba karela 🎉,neutral
lol Poyi valarnnu vaa da! 😒  #life,offensive
bruh Cinemata darun chhilo! 🙄,neutral
lol Tum jaise log desh ke liye threat ho.,hate_speech
sis Tane kai samajh pade che? 😤,offensive
Tu kitna pagal hai bro 😒,offensive
A loko to desh ma j nahi joie. 😂,hate_speech
bruh Innu college nannayirunnu 😄,neutral
Class la nalla fun pannom.,neutral
sis Oru vattam koodi kandupidikkanam ivide. 😠 😡,hate_speech
lol That was dumb af bro 🙄  #fail,offensive
idk Oru vattam koodi kandupidikkanam ivide. 😠 🔥 #savage,hate_speech
wtf Faltu ma na bol ne!  #savage,offensive
smh Cricket match mast tha!,neutral
Ei dhoroner lokera khub baje. 🙄,hate_speech
People like you are the worst. Disgusting.,hate_speech
sis Had a great day today 😊  #fail,neutral
omg Ajke raat bhalo lagche 😌 😂,neutral
bruh Innu college nannayirunnu 😄 🙄 #mood,neutral
bruh Cinemata darun chhilo!,neutral
wtf Oder dekhe ekhane ashte ichhe kore na.,hate_speech
wtf Oder dekhe ekhane ashte ichhe kore na. 😎 #life,hate_speech
sis Dost sathe garba karela 🎉 😡,neutral
Poyi valarnnu vaa da! 😒,offensive
Tui akdom pagol naki? 😡,offensive
Avanga varatha thadunga. Bad influence. 😎,hate_speech
Bakwaas band kar idiot!,offensive
lol Cinemata darun chhilo!  #toxic,neutral
omg Class la nalla fun pannom. 😭,neutral
omg Tor matha thik ache? 👍 #funny,offensive
A community tho matladadam waste. 👎,hate_speech
Tane kai samajh pade che? 😤 🔥,offensive
smh Majja avi gayi yaar 😍,neutral
Ane ena jivata hoy to problem che.,hate_speech
"Get out of here, nobody wants your kind.",hate_speech
lol Tari vaat samdi ne hasi avi gayi 🤣 😤,offensive
Tui akdom pagol naki? 👎,offensive
That was dumb af bro 🙄,offensive
Friends tho hangout super ga undhi. 🙄 #fail,neutral
lmao Avide karikal onnum venda. 💯,hate_speech
Innu college nannayirunnu 😄 😎,neutral
Had a great day today 😊 💯,neutral
Nee romba irritating da 🤬  #fail,offensive
Poyi valarnnu vaa da! 😒,offensive
idk Innu college nannayirunnu 😄 😭,neutral
Innu college nannayirunnu 😄  #mood,neutral
smh Aayana laanti vaallu problem. 😡,hate_speech
Ki faltu gatha korchis re! 🔥,offensive
Ki faltu gatha korchis re!  #savage,offensive
"Get out of here, nobody wants your kind. 😎 #fail",hate_speech
lol Aayana laanti vaallu problem. 😡 😤 #toxic,hate_speech
lmao Iniki lunch biriyani! 😋,neutral
lol Had a great day today 😊 🔥 #lol,neutral
Oder community er kono jayga nei ekhane.,hate_speech
You're such a loser 😤,offensive
smh Facebook e ekta nice post dekhlam.  #toxic,neutral
wtf Doston ke saath masti kar raha hu!  #toxic,neutral
sis Majja avi gayi yaar 😍 😤,neutral
wtf Ki faltu gatha korchis re! 😂 #savage,offensive
Avide karikal onnum venda.,hate_speech
idk Faltu ma na bol ne!,offensive
lol Ninna movie chala bagundhi. 😡 #life,neutral
wtf Innu college nannayirunnu 😄  #funny,neutral
omg Tari vaat samdi ne hasi avi gayi 🤣 😡,offensive
wtf People like you are the worst. Disgusting.,hate_speech
Inko coffee tho chill 😎 😡 #mood,neutral
Poyi valarnnu vaa da! 😒 👍,offensive
Ki faltu gatha korchis re!,offensive
Tane kai samajh pade che? 😤,offensive
wtf Avanga varatha thadunga. Bad influence. 😂,hate_speech
What a game! Loved it 🔥 🔥,neutral
Nee brain unda?,offensive
Ki faltu gatha korchis re!,offensive
"lol Avanga ellarum same thaan, useless. 🙄",hate_speech
wtf Ki faltu gatha korchis re!,offensive
wtf Tu kitna pagal hai bro 😒,offensive
omg Cafe il poyi chaya kudichu ☕,neutral
Class la nalla fun pannom.,neutral
Pichhodu la undev 😠,offensive
idk Faltu ma na bol ne! 🙄 #life,offensive
smh Ei dhoroner lokera khub baje. 😡,hate_speech
idk Pichhodu la undev 😠 🔥,offensive
smh Apni community leke chale jao yahan se. 💯 #toxic,hate_speech
Majja avi gayi yaar 😍 😭,neutral
"Avanga ellarum same thaan, useless. 😭 #toxic",hate_speech
smh Cafe il poyi chaya kudichu ☕ 👍,neutral
lmao Nee onnum ariyilla alle 😑  #mood,offensive
College ni picnic best hati.,neutral
This community should be banned!,hate_speech
Avi mentality waala loko kharab che. 😭,hate_speech
Ei dhoroner lokera khub baje. 👍,hate_speech
sis This community should be banned! 😂,hate_speech
bro Faltu ma na bol ne!,offensive
wtf Tu kitna pagal hai bro 😒 😂 #fail,offensive
bro Tui akdom pagol naki? 😭,offensive
Aaj mausam suhana hai 😍,neutral
Facebook e ekta nice post dekhlam.,neutral
Ninna movie chala bagundhi.  #toxic,neutral
bro Oder community er kono jayga nei ekhane.,hate_speech
bro Un community ku inga edam illa. 👍,hate_speech
Ninna movie chala bagundhi.  #toxic,neutral
smh Innu college nannayirunnu 😄  #funny,neutral
That was dumb af bro 🙄 👎,offensive
lol Ninna movie chala bagundhi.,neutral
smh Avarude samuham mosham aanallo.,hate_speech
sis Cinemata darun chhilo!  #savage,neutral
lol Vallaki place ledu ikkada.,hate_speech
Nee onnum ariyilla alle 😑 😡,offensive
wtf Aayana laanti vaallu problem. 😡  #savage,hate_speech
lol Dost sathe garba karela 🎉,neutral
College ni picnic best hati. 🙄 #lol,neutral
smh Enna da pannra? Waste fellow!  #fail,offensive
bruh A loko to desh ma j nahi joie. 😎,hate_speech
Nalla rasam undayirunnu. 👎 #funny,neutral
Tui akdom pagol naki? 😎,offensive
omg Friends tho hangout super ga undhi.,neutral
Bakwaas band kar idiot! 🙄,offensive
Inko coffee tho chill 😎 😭 #lol,neutral
bruh Loosu madhiri pesatha!,offensive
Doston ke saath masti kar raha hu!,neutral
Oru vattam koodi kandupidikkanam ivide. 😠 👎,hate_speech
omg Can't believe u said that. Idiot! 😤 #savage,offensive
wtf That was dumb af bro 🙄 💯 #mood,offensive
Ajke raat bhalo lagche 😌 👎,neutral
Ajke raat bhalo lagche 😌 👎 #savage,neutral
That was dumb af bro 🙄 👍,offensive
idk Kya faltu baatein kar raha hai 😑,offensive
sis Cricket match mast tha!,neutral
Cinemata darun chhilo! 😡,neutral
Enna da pannra? Waste fellow!,offensive
wtf Bakwaas band kar idiot! 😎 #life,offensive
bruh Facebook e ekta nice post dekhlam. 💯,neutral
bruh Tum jaise log desh ke liye threat ho.  #toxic,hate_speech
Un community ku inga edam illa.  #mood,hate_speech
idk Kya faltu baatein kar raha hai 😑,offensive
Oder dekhe ekhane ashte ichhe kore na. 😡,hate_speech
smh Cricket match mast tha!,neutral
Tari vaat samdi ne hasi avi gayi 🤣 😤,offensive
lol A loko to desh ma j nahi joie. 😤,hate_speech
Friends tho hangout super ga undhi. 😎,neutral
People like you are the worst. Disgusting.,hate_speech
That was dumb af bro 🙄  #savage,offensive
Avi mentality waala loko kharab che. 👍,hate_speech
Aayana laanti vaallu problem. 😡 🔥,hate_speech
omg Had a great day today 😊 😤 #savage,neutral
Apni community leke chale jao yahan se. 🔥,hate_speech
Majja avi gayi yaar 😍 😂,neutral
Had a great day today 😊 😤 #mood,neutral
Apni community leke chale jao yahan se. 😂,hate_speech
smh Tu kitna pagal hai bro 😒,offensive
Oder community er kono jayga nei ekhane. 😎 #life,hate_speech
idk Inko coffee tho chill 😎,neutral
Nee romba irritating da 🤬,offensive
sis Nee romba irritating da 🤬,offensive
People like you are the worst. Disgusting.,hate_speech
Ki faltu gatha korchis re!,offensive
You're such a loser 😤 😡,offensive
Tor matha thik ache?,offensive
Nee romba irritating da 🤬 😎,offensive
Ki faltu gatha korchis re! 👍,offensive
wtf Tane kai samajh pade che? 😤 👍 #toxic,offensive
bro You're such a loser 😤 😡 #fail,offensive
sis Avi mentality waala loko kharab che. 👎 #toxic,hate_speech
Inka hona hi problem hai. 🙄 #life,hate_speech
Loosu madhiri pesatha! 😭 #savage,offensive
sis Apni community leke chale jao yahan se. 😤,hate_speech
Oder dekhe ekhane ashte ichhe kore na. 👍,hate_speech
Chilling with friends #goodvibes 👍,neutral
Pichhodu la undev 😠 😭,offensive
lmao Nalla rasam undayirunnu. 🔥,neutral
"omg Avanga ellarum same thaan, useless.",hate_speech
lmao Ane ena jivata hoy to problem che.,hate_speech
lol Nee romba irritating da 🤬,offensive
idk Un community ku inga edam illa.,hate_speech
bro Nee romba irritating da 🤬 😭,offensive
Nee romba irritating da 🤬,offensive
Tor matha thik ache? 🔥,offensive
sis Apni community leke chale jao yahan se.,hate_speech
lol Cafe il poyi chaya kudichu ☕  #fail,neutral
Nalla rasam undayirunnu. 😡,neutral
sis Pichhodu la undev 😠,offensive
bro College ni picnic best hati.  #fail,neutral
bro Bakwaas band kar idiot! 🙄,offensive
lmao Oru vattam koodi kandupidikkanam ivide. 😠,hate_speech
Inka hona hi problem hai. 👍 #life,hate_speech
A loko to desh ma j nahi joie. 🙄 #life,hate_speech
bro Faltu ma na bol ne! 😭,offensive
bruh A loko to desh ma j nahi joie.,hate_speech
omg Faltu ma na bol ne! 😭,offensive
sis Class la nalla fun pannom.,neutral
bruh Faltu ma na bol ne!  #savage,offensive
Nee brain unda? 🙄,offensive
bro Oder community er kono jayga nei ekhane. 👍 #fail,hate_speech
omg Innu college nannayirunnu 😄,neutral
omg Nalla rasam undayirunnu. 👎,neutral
bruh Ane ena jivata hoy to problem che.,hate_speech
wtf Loosu madhiri pesatha! 😭,offensive
omg Tane kai samajh pade che? 😤  #funny,offensive
lmao A community tho matladadam waste.,hate_speech
omg Loosu madhiri pesatha! 😂,offensive
bruh Inka hona hi problem hai.,hate_speech
Avide karikal onnum venda. 🔥 #lol,hate_speech
Poyi valarnnu vaa da! 😒  #fail,offensive
Inka hona hi problem hai. 😡,hate_speech
idk A loko to desh ma j nahi joie.,hate_speech
sis Eda thettu parayanam!,offensive
"Get out of here, nobody wants your kind. 💯 #funny",hate_speech
Nee brain unda? 🔥,offensive
smh Avanga varatha thadunga. Bad influence. 💯 #lol,hate_speech
wtf Friends tho hangout super ga undhi. 😂 #fail,neutral
omg Aayana laanti vaallu problem. 😡,hate_speech
lmao Pichhodu la undev 😠 🔥,offensive
idk Tui akdom pagol naki? 💯 #fail,offensive
Ei dhoroner lokera khub baje. 😡,hate_speech
Oder community er kono jayga nei ekhane.,hate_speech
Vallaki place ledu ikkada.  #savage,hate_speech
omg Cricket match mast tha!,neutral
Nee onnum ariyilla alle 😑,offensive
bruh Nee romba irritating da 🤬  #toxic,offensive
Nee romba irritating da 🤬 😤 #savage,offensive
bro Nalla rasam undayirunnu. 😭,neutral
Tor matha thik ache? 👎,offensive
Avarude samuham mosham aanallo.,hate_speech
"Get out of here, nobody wants your kind. 😎",hate_speech
Nee romba irritating da 🤬 😤,offensive
Poyi valarnnu vaa da! 😒  #lol,offensive
wtf Kya faltu baatein kar raha hai 😑,offensive
Tane kai samajh pade che? 😤,offensive
Ane ena jivata hoy to problem che. 😡 #funny,hate_speech
lmao Had a great day today 😊,neutral
Aayana laanti vaallu problem. 😡,hate_speech
smh Nee onnum ariyilla alle 😑 😡 #life,offensive
sis Aayana laanti vaallu problem. 😡,hate_speech
"Avanga ellarum same thaan, useless. 🙄",hate_speech
idk Ane ena jivata hoy to problem che. 🔥,hate_speech
Tari vaat samdi ne hasi avi gayi 🤣  #life,offensive
Inko coffee tho chill 😎,neutral
Enna da pannra? Waste fellow!,offensive
Tui akdom pagol naki? 🙄,offensive
Ei dhoroner lokera khub baje. 💯 #savage,hate_speech
sis College ni picnic best hati. 😤,neutral
omg Edo matladtunnadu pakkalo 😒 👎,offensive
wtf Tu kitna pagal hai bro 😒 🙄 #life,offensive
